

RTC | real-time clock (RTC)  Part of the system chipset that keeps track of the date and time. The RTC is powered by a battery, so the PC keeps track of the time even when it is powered down. If the computer starts losing time, it is a sign that the battery is failing.

RSSI | received signal strength indicator (RSSI)  Signal strength as measured at the receiver, using either decibel units or an index value.

RAID | redundant array of independent/inexpensive disks (RAID)  Specifications that support redundancy and fault tolerance for different configurations of multiple-device storage systems.

redundant power supply | System case configuration supporting two power units for fault tolerance.

RJ | registered-jack connector (RJ)  Series of jack/plug types used with twisted-pair cabling, such as RJ45 and RJ11.

RADIUS | Remote Authentication Dial-in User Service (RADIUS)  AAA protocol used to manage remote and wireless authentication infrastructures.

RDP | Remote Desktop Protocol (RDP)  Application protocol for operating remote connections to a host using a graphical interface. The protocol sends screen data from the remote host to the client and transfers mouse and keyboard input from the client to the remote host. It uses TCP port 3389.

reservation (DHCP)  DHCP configuration that assigns either a prereserved or persistent IP address to a given host, based on its hardware address or other ID.

resin | 3-D print device media type.

resource record | Data file storing information about a DNS zone. The main records are as follows: A (maps a host name to an IPv4 address), AAAA (maps to an IPv6 address), CNAME (an alias for a host name), MX (the IP address of a mail server), and PTR (allows a host name to be identified from an IP address).

router | Intermediate system working at the Network layer capable of forwarding packets around logical networks of different layer 1 and layer 2 types.

sandbox | Computing environment that is isolated from a host system to guarantee that the environment runs in a controlled, secure fashion. Communication links between the sandbox and the host are usually completely prohibited so that malware or faulty software can be analyzed in isolation and without risk to the host.

Satellite | System of microwave transmissions where orbital satellites relay signals between terrestrial receivers or other orbital satellites. Satellite internet connectivity is enabled through a reception antenna connected to the PC or network through a DVB-S modem.

scalability | Property by which a computing environment is able to gracefully fulfill its ever-increasing resource needs.

scan to cloud | Feature of scanners and multifunction devices that directs output to a cloud storage account.

scan to email | Using an SMTP server (and possibly an LDAP server to look up recipients) to send a scanned job to a mail recipient directly.

scan to folder | Using Windows Networking (SMB) to output a scanned job directly to a shared folder on the network.

scanner | Type of copier that can convert the image of a physical object into an electronic data file. The two main components of a scanner are the lamp, which illuminates the object, and the recording device, an array of charge coupled devices (CCDs).

scope (DHCP) | Range of consecutive IP addresses in the same subnet that a DHCP server can lease to clients.

secure boot | Feature of UEFI that prevents unauthorized processes from executing during the boot operation.

SSH | Secure Shell (SSH)  Application protocol supporting secure tunneling and remote terminal emulation and file copy. SSH runs over TCP port 22.

secured print | Feature that holds print jobs until the user authenticates directly with the print device using a PIN or smart badge.

SMART | self-monitoring analysis and reporting technology (SMART)  Technology designed to alert the user to an error condition in a mass-storage device before the disk becomes unusable.

SPF | Sender Policy Framework (SPF)  DNS record identifying hosts authorized to send mail for the domain.

separation pad | Print device component that ensures only a single sheet at a time is fed into the paper path.

SATA | serial ATA (SATA)  Serial ATA is the most widely used interface for hard disks on desktop and laptop computers. It uses a 7-pin data connector with one device per port. There are three SATA standards specifying bandwidths of 1.5 Gb/s, 3 Gb/s, and 6 Gb/s respectively. SATA drives also use a new 15-pin power connector, though adapters for the old style 4-pin Molex connectors are available. External drives are also supported via the eSATA interface. 

serial cable (RS-232)  Legacy bus type using low bandwidth asynchronous serial transmission (RS-232).

SMB | Server Message Block (SMB)  Application protocol used for requesting files from Windows servers and delivering them to clients. SMB allows machines to share files and printers, thus making them available for other machines to use. SMB client software is available for UNIX-based systems. Samba software allows UNIX and Linux servers or NAS appliances to run SMB services for Windows clients.

SSID |service set identifier (SSID)  Character string that identifies a particular wireless LAN (WLAN).

STP |shielded twisted pair (STP)  Copper twisted-pair cabling with screening and shielding elements for individual wire pairs and/or the whole cable to reduce interference.

SNR | signal-to-noise ratio (SNR)  Measurement of a wireless signal level in relation to any background noise.

SMTP | Simple Mail Transfer Protocol (SMTP)  Application protocol used to send mail between hosts on the Internet. Messages are sent between servers over TCP port 25 or submitted by a mail client over secure port TCP/587.

SNMP | Simple Network Management Protocol (SNMP)  Application protocol used for monitoring and managing network devices. SNMP works over UDP ports 161 and 162 by default.

single-channel | System-memory controller configuration that provides one data pathway between the memory modules and the CPU.

SMF | single-mode fiber (SMF)  Fiber optic cable type that uses laser diodes and narrow core construction to support high bandwidths over distances of more than five kilometers.

SCSI | small computer systems interface (SCSI)  Legacy expansion bus standard allowing for the connection of internal and external devices. Each device on a SCSI bus must be allocated a unique ID. The bus must also be terminated at both ends.

SOHO | small office, home office (SOHO)  Category of network type and products that are used to implement small-scale LANs and off-the-shelf Internet connection types.

smart device | Device or appliance (such as a TV, refrigerator, thermostat, video entry phone, or lightbulb) that can be configured and monitored over an IoT network.

SODIMM | System-memory form factor designed for use in laptops.

SaaS | software as a service (SaaS)  Cloud service model that provisions fully developed application services to users.

SDN | software-defined networking (SDN)  APIs and compatible hardware/virtual appliances allowing for programmable network appliances and systems.

SSD | solid state drive (SSD)  Persistent mass-storage device implemented using flash memory.

sound card | Adapter card providing sound playback and recording functionality. A number of different audio ports exist on modern computer motherboards or on specialist sound cards. Commonly, audio ports may be marked as: audio out, audio in, speaker out, microphone input/mic, and headphones.

spam | Junk, fraudulent, and malicious messaging sent over email (or instant messaging, which is called spim). Spam can also be spread via social networking.

spool | Generic term describing how a print output stream is passed from a client application and stored temporarily at a print server until the print monitor can route the job to the print device.

SAN | storage area network (SAN)  Network dedicated to provisioning storage resources, typically consisting of storage devices and servers connected to switches via host bus adapters.

ST | straight-tip connector (ST)  Bayonet-style twist-and-lock connector for fiber optic cabling.

SC | subscriber connector (SC)  Push/pull connector used with fiber optic cabling.

SCADA | supervisory control and data acquisition (SCADA)  Type of industrial control system that manages large-scale, multiple-site devices and equipment spread over geographically large areas from a host computer.

switch | Intermediate system used to establish contention-free network segments at OSI layer 2 (Data Link). An unmanaged switch does not support any sort of configuration.

SPAN | switched port analyzer (SPAN)  Copying ingress and/or egress communications from one or more switch ports to another port. This is used to monitor communications passing over the switch.

syslog | Application protocol and event-logging format enabling different appliances and software applications to transmit logs or event records to a central server. Syslog works over UDP port 514 by default.

T568A/T568B | Twisted-pair termination pinouts defined in the ANSI/TIA/EIA 568 Commercial Building Telecommunications Standards.

telnet | Application protocol supporting unsecure terminal emulation for remote host management. Telnet runs over TCP port 23.

TAP | test access port (TAP)  Hardware device inserted into a cable run to copy frames for analysis.

thermal paste/pad | Cooling substance applied between a component and heat sink to optimize heat transfer.

thermal printer | Type of printer that uses a heated print head and specially treated paper to form the image. Most direct thermal printers are handheld devices used for printing labels or receipts.

TFT | thin film transistor (TFT)  Specific display technology used to implement modern flat-panel LCD displays.

Thunderbolt | Thunderbolt can be used as a display interface (like DisplayPort) and as a general peripheral interface (like USB 3). The latest version uses USB-C connectors.

tone generator | Two-part tool used to identify one cable within a bundle by applying an audible signal.

toner | Specially formulated compound to impart dye to paper through an electrographic process (used by laser printers and photocopiers). The key properties of toner are the colorant (dye), ability to fuse (wax or plastic), and ability to hold a charge. There are three main types of toner, distinguished by the mechanism of applying the toner to the developer roller: dual component (where the toner is mixed with a separate magnetic developer), mono-component (where the toner itself is magnetic), and non-magnetic mono-component (where the toner is transferred using static properties).

touch pen | Input device that can be used with a compatible digitizer/track pad/drawing tablet for natural input, such as handwriting and sketching.

touch screen | A display screen combined with a digitizer that is responsive to touch input.

trackpad | Sometimes synonymous with touch pad, but also a touch interface provisioned as a peripheral device, often dedicated to use with digital art applications.

transfer roller/belt | Roller, corona wire, or belt assembly on a laser print device that applies a charge to the media (paper) so that it attracts toner from the photoconductor. A detac strip then removes the charge to prevent paper curl. On a color laser printer, the transfer unit is usually a belt.

TCP | Transmission Control Protocol (TCP)  Protocol in the TCP/IP suite operating at the transport layer to provide connection-oriented, guaranteed delivery of packets.

TCP/IP | Transmission Control Protocol/Internet Protocol (TCP/IP)  Network protocol suite used to implement the Internet and most WANs and LANs. It uses a four-layer network model that corresponds roughly to the OSI model as follows: Network Interface (Physical/Data Link), Internet (Network), Transport (Transport), Application (Session, Presentation, Application).

TLS | Transport Layer Security (TLS)  Security protocol that uses certificates for authentication and encryption to protect web communications and other application protocols.

triple-channel | System-memory controller configuration that provides three data pathways between the memory modules and a compatible CPU.

TFTP |Trivial File Transfer Protocol (TFTP)  Simplified form of FTP supporting only file copying. TFTP works over UDP port 69.

troubleshooting methodology | Structured approach to problem-solving using identification, theory of cause, testing, planning, implementation, verification, and documentation steps.

TPM | trusted platform module (TPM) Specification for secure hardware-based storage of encryption keys, hashed passwords, and other user- and platform-identification information.

TN | twisted nematic (TN)  Type of low-cost TFT display with relatively poor viewing angles and contrast ratio, but good response times.

twisted pair cable | Network cable construction with insulated copper wires twisted about each other. A pair of color-coded wires transmits a balanced electrical signal. The twisting of the wire pairs at different rates acts to reduce interference and crosstalk.

2FA | two-factor authentication (2FA)  Strong authentication mechanism that requires a user to submit two different types of credential, such as a fingerprint scan plus PIN. Often, the second credential is transmitted via a second trusted device or account. This is also referred to as 2-step verification.

TXT record | DNS resource record for storing free-form string values.

unboxing | Operational procedure for ensuring that a new device is installed safely to an optimum environment.

UEFI | unified extensible firmware interface (UEFI) Type of system firmware providing support for 64-bit CPU operation at boot, full GUI and mouse operation at boot, and better boot security.

UTM | unified threat management (UTM)  All-in-one security appliances and agents that combine the functions of a firewall, malware scanner, intrusion detection, vulnerability scanner, data-loss prevention, content filtering, and so on.

URL | uniform resource locator (URL)  Application-level addressing scheme for TCP/IP, allowing for human-readable resource addressing. For example: protocol://server/file, where "protocol" is the type of resource (HTTP, FTP), "server" is the name of the computer (www.microsoft.com), and "file" is the name of the resource you wish to access.

UART | universal asynchronous receiver transmitter (UART)  Controller that can send and receive data in an asynchronous serial format.

USB | Universal Serial Bus (USB)  USB is the main type of connection interface used on PCs. A larger Type A connector attaches to a port on the host; Type B and Mini- or Micro-Type B connectors are used for devices. USB 1.1 supports 12 Mb/s, while USB 2.0 supports 480 Mb/s and is backward compatible with 1.1 devices (which run at the slower speed). USB devices are hot swappable. A device can draw up to 2.5 W power. USB 3.0 and 3.1 define 5 Gb/s (SuperSpeed) and 10 Gb/s (SuperSpeed+) rates and can deliver 4.5 W power.


USB 2.0 | 480 Mbps half-duplex 

USB 3.x | 5 Gb/s (SuperSpeed)full-duplex

UTP | unshielded twisted pair (UTP) Media type that uses copper conductors arranged in pairs that are twisted to reduce interference. Typically, cables are 4-pair or 2-pair.

USB permission | Feature of system setup allowing USB ports to be disabled.

UDP | User Datagram Protocol (UDP)  Protocol in the TCP/IP suite operating at the transport layer to provide connectionless, non-guaranteed communication.

VA | vertical alignment (VA)  Type of TFT display with good viewing angles and excellent contrast ratio.

video card | Adapter that handles graphics processing and output to a display device over one or more video interface ports.

VGA | video graphics array (VGA)  Legacy video interface supporting analog-only signaling over a 15-pin D-shell connector.

VDI | virtual desktop infrastructure (VDI)  A virtualization implementation that separates the personal computing environment from a user's physical computer.

VLAN | virtual local area network (VLAN)  Logical network segment comprising a broadcast domain established using a feature of managed switches to assign each port a VLAN ID. Even though hosts on two VLANs may be physically connected to the same switch, local traffic is isolated to each VLAN, so they must use a router to communicate.

VM | virtual machine (VM)  Guest operating system installed on a host computer using virtualization software (a hypervisor).

VM escaping | virtual machine escaping (VM escaping)  Attack against a virtualization platform where malware running in a VM is able to interact directly with the hypervisor or host kernel.

VM sprawl | virtual machine sprawl (VM sprawl)  Configuration vulnerability where provisioning and deprovisioning of virtual assets are not properly authorized and monitored.

VPN | virtual private network (VPN)  Secure tunnel created between two endpoints connected via an unsecure transport network (typically the Internet).

virtual RAM | An OS mediates access to random-access memory (RAM) devices by assigning a virtual address space to each process. As well as protecting memory access, the memory capacity can be extended by configuring a swap space or pagefile on a mass-storage device (HDD or SSD).

virtualization | Computing environment where multiple independent operating systems can be installed to a single hardware platform and run simultaneously.

virtualization support | CPU extensions to allow better performance when a host runs multiple guest operating systems or VMs.

VoIP | Voice over Internet Protocol (VoIP)  Generic name for protocols that carry voice traffic over data networks.

wattage rating | Measure of how much power can be supplied by a PSU.

webcam | Type of digital camera used to stream and record video. There are many types, from devices built into laptops to standalone units. While early devices were only capable of low resolutions, most webcams are now HD-capable.

web server | provides client access using HTTP or its secure version (HTTPS). 

WAN | wide area network (WAN)  Network scope that spans a large geographical area, incorporating more than one site and often a mix of different media types and protocols plus the use of public telecommunications networks.

Wi-Fi | Brand name for the IEEE 802.11 standards that can be used to implement a wireless local area network (WLAN).

Wi-Fi analyzer | Device or software that can report characteristics of a WLAN, such as signal strength and channel utilization.

WISP | Wireless Internet Service Provider (WISP) ISP offering Internet access over ground-based Line of Sight (LoS) microwave transmitters.

WLAN | wireless local area network (WLAN)  Network scope and type that uses wireless radio communications based on some variant of the 802.11 (Wi-Fi) standard series.

